"","RAV99","RAV504","RAV1303","RAV468","RAV531","RAV683","RAV312","RAV27","RAV119","RAV2515","RAV503","RAV981","RAV1575","RAV220","RAV357"
"patient.radiations.radiation.measure_of_response",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.radiations.radiation.radiation_type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.residual_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.stage_event.clinical_stage",24.6653148469807,28.4029498789622,26.4624239341751,NA,NA,NA,23.4933494841181,25.2304767405434,23.1109132213558,27.2069538919019,NA,27.1621850203871,NA,NA,21.4955550999628
"patient.tissue_source_site",50.1701080839479,55.0183798684534,51.4612140096424,38.6375745662515,NA,39.336249643804,44.7949775914389,48.752649971083,44.9920694639262,55.7957559358039,NA,51.2606827686951,40.5947765187018,NA,48.9625702877314
"patient.microsatellite_instability_test_results.microsatellite_instability_test_result.mononucleotide_and_dinucleotide_marker_panel_analysis_status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53060437017143
"patient.biospecimen_cqcf.frozen_specimen_anatomic_site",NA,7.19943480635794,NA,NA,NA,NA,NA,7.60905694220611,NA,7.382304894583,6.29751350912119,8.60082386453405,NA,NA,12.0319939327455
"patient.biospecimen_cqcf.histological_type",NA,9.5426316113311,NA,9.24507969966544,NA,NA,18.6070137021345,NA,13.7357332592308,11.6036167023248,NA,11.7498206221538,NA,13.9159153021426,NA
"patient.biospecimen_cqcf.normal_controls.normal_control.extracted_dna.ncedna_dna_qm",NA,15.2615245009075,NA,NA,NA,NA,14.7847398669086,NA,NA,NA,NA,NA,NA,NA,17.1262552934059
"patient.biospecimen_cqcf.normal_controls.normal_control.normal_tissue.normal_tissue_anatomic_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.biospecimen_cqcf.site_of_disease_description",NA,8.22336337057948,NA,NA,NA,NA,NA,8.20190956786405,NA,8.68555969402064,7.88208098041571,10.8121062117025,NA,NA,11.9114662181104
"patient.biospecimen_cqcf.vessel_used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.samples.sample.pathology_report_file_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X2009stagegroup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"histology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tumor_grade",NA,NA,NA,NA,NA,NA,5.76947368421052,NA,NA,NA,NA,NA,NA,NA,NA
"histology_grade",NA,NA,NA,NA,NA,NA,10.3294736842105,NA,9.85526315789473,NA,NA,NA,NA,NA,NA
"os_days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"disease_status_at_lfu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"recurred_progressed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pfs_days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"race",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7587044534413
"msi_status_7_marker_call",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
