"","RAV188","RAV1575","RAV324","RAV832","RAV61","RAV1008","RAV868","RAV64","RAV220","RAV834","RAV833","RAV438","RAV190","RAV1166","RAV192"
"patient.drugs.drug.2.prescribed_dose_units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.2.regimen_indication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.2.route_of_administrations.route_of_administration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.2.therapy_types.therapy_type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45427736820142,NA,NA,NA
"patient.drugs.drug.2.total_dose_units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.drug_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.prescribed_dose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.prescribed_dose_units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.regimen_indication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.route_of_administrations.route_of_administration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.therapy_types.therapy_type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.3.total_dose_units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.4.drug_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.4.therapy_types.therapy_type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.drug_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.measure_of_response",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.number_cycles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.prescribed_dose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.prescribed_dose_units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.regimen_indication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.regimen_number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.route_of_administrations.route_of_administration",NA,6.20383458646617,NA,NA,7.29052631578946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.therapy_types.therapy_type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.drugs.drug.total_dose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.follow_ups.follow_up.2.followup_treatment_success",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38590298071304,NA,NA,NA,NA,NA
"patient.follow_ups.follow_up.2.primary_therapy_outcome_success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.follow_ups.follow_up.followup_treatment_success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.follow_ups.follow_up.primary_therapy_outcome_success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.icd_10",NA,16.2283219042723,15.968513632151,NA,17.5543622022318,18.9025819013755,NA,16.1263730358595,19.6749551309838,35.2776362108477,NA,NA,22.3758187421594,17.954022631772,16.1837274015109
"patient.icd_o_3_histology",NA,6.19594299610969,NA,6.02889052713135,NA,NA,NA,NA,NA,12.1777076006825,NA,NA,NA,11.2431701136347,NA
"patient.icd_o_3_site",NA,16.2283219042723,15.968513632151,NA,17.5543622022318,18.9025819013755,NA,16.1263730358595,19.6749551309838,35.2776362108477,NA,NA,22.3758187421594,17.954022631772,16.1837274015109
"patient.loss_expression_of_mismatch_repair_proteins_by_ihc_results.loss_expression_of_mismatch_repair_proteins_by_ihc_result.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.loss_expression_of_mismatch_repair_proteins_by_ihc_results.loss_expression_of_mismatch_repair_proteins_by_ihc_result.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.patient_id",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.prior_dx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.race",NA,NA,NA,NA,8.05541438491218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.residual_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.stage_event.pathologic_stage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.stage_event.system_version",NA,9.39416050010686,11.377765702579,NA,8.1765178253396,9.60436439394141,11.4815210020505,10.2847266591309,11.282491708819,NA,10.9323359741874,10.6468455961214,NA,10.1855799147078,NA
"patient.stage_event.tnm_categories.pathologic_categories.pathologic_m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.stage_event.tnm_categories.pathologic_categories.pathologic_n",NA,NA,NA,NA,NA,15.1720943108463,15.1918828953698,NA,NA,NA,NA,NA,14.3036508083152,NA,NA
"patient.stage_event.tnm_categories.pathologic_categories.pathologic_t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.tissue_source_site",72.9377587138845,63.948949944189,87.1770197492949,37.0456052861482,51.5958702177238,71.2408353591027,97.3031897630738,68.3838566806284,73.4482816178577,NA,82.2174997667672,84.3781172734803,50.0905837376421,77.3214365931872,95.1819982508348
"patient.microsatellite_instability_test_results.microsatellite_instability_test_result.mononucleotide_and_dinucleotide_marker_panel_analysis_status",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.127036047414,NA,NA,13.7996176536541,12.2569521299375,NA
"patient.bcr_canonical_check.bcr_patient_canonical_reasons.bcr_canonical_reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.biospecimen_cqcf.country",32.215511687139,29.6264099111354,33.214106853112,NA,26.3566522715147,30.2026030101316,35.2043238538695,31.9114178578869,32.2140628316582,NA,34.6076728105631,25.0396907713548,23.3346328839137,33.2041778436605,33.3087533340088
"patient.biospecimen_cqcf.frozen_specimen_anatomic_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1503258545912,NA,NA,NA,NA,NA
"patient.biospecimen_cqcf.normal_controls.normal_control.extracted_dna.ncedna_dna_qm",29.8325634832484,23.768548391836,30.7639314950959,NA,14.9370713668659,24.7091670927287,35.8814665937954,25.6200231542697,27.0076625059502,NA,28.7676404388733,28.768538842169,17.1555501195912,28.5468925383309,40.4992911208665
"patient.biospecimen_cqcf.normal_controls.normal_control.normal_tissue.normal_tissue_anatomic_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.biospecimen_cqcf.other_vessel_used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.biospecimen_cqcf.site_of_disease_description",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1503258545912,NA,NA,NA,NA,NA
"patient.biospecimen_cqcf.vessel_used",10.0747968094037,10.1031392161974,14.9814582900389,NA,NA,13.774479822609,14.6442059603761,11.3051332643602,14.1093787438123,NA,12.7338969589697,12.5544006898766,9.6780002777291,15.9419974118163,10.9582924661219
"patient.samples.sample.2.sample_type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.samples.sample.2.vial_number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patient.samples.sample.pathology_report_file_name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
